0 0 0 0
0 1 1 0
1 0 3.3204e-11 0
1 1 1 0
2 0 9.96119e-11 0
2 1 1 0
3 0 1.99224e-10 0
3 1 1 0
4 0 3.3204e-10 0
4 1 1 0
5 0 4.9806e-10 0
5 1 1 0
6 0 6.97284e-10 0
6 1 1 0
7 0 9.29711e-10 0
7 1 1 0
8 0 1.19534e-09 0
8 1 1 0
9 0 1.49418e-09 0
9 1 1 0
10 0 1.82622e-09 0
10 1 1 0
